2019-02-10T10:59:28.995,a001t000006yQIqAAM,true,None
2019-02-10T10:59:29.268,a001t000006yQIvAAM,true,None
2019-02-10T10:59:29.566,a001t000006yQJ0AAM,true,None
2019-02-10T10:59:29.840,a001t000006yQJ5AAM,true,None
2019-02-10T10:59:30.180,a001t000006yQJAAA2,true,None
2019-02-10T10:59:30.459,a001t000006yQJFAA2,true,None
2019-02-10T10:59:30.715,a001t000006yQJGAA2,true,None
2019-02-10T10:59:30.997,a001t000006yQJKAA2,true,None
2019-02-10T10:59:31.302,a001t000006yQJPAA2,true,None
2019-02-10T10:59:31.605,a001t000006yQJUAA2,true,None
2019-02-10T10:59:31.980,a001t000006yQJZAA2,true,None
2019-02-10T10:59:32.249,a001t000006yQJeAAM,true,None
2019-02-10T10:59:32.546,a001t000006yQJjAAM,true,None
2019-02-10T10:59:32.815,a001t000006yQJoAAM,true,None
2019-02-10T10:59:33.101,a001t000006yQJVAA2,true,None
2019-02-10T10:59:33.377,a001t000006yQJtAAM,true,None
2019-02-10T10:59:33.652,a001t000006yQJyAAM,true,None
2019-02-10T10:59:33.942,a001t000006yQK3AAM,true,None
2019-02-10T10:59:34.193,a001t000006yQK8AAM,true,None
2019-02-10T10:59:34.471,a001t000006yQKDAA2,true,None
2019-02-10T10:59:34.714,a001t000006yQJzAAM,true,None
2019-02-10T10:59:34.976,a001t000006yQKIAA2,true,None
2019-02-10T10:59:35.262,a001t000006yQKNAA2,true,None
2019-02-10T10:59:35.537,a001t000006yQKSAA2,true,None
2019-02-13T13:54:33.249,a001t0000071oWHAAY,true,None
2019-02-13T13:54:33.511,a001t0000071oWMAAY,true,None
2019-02-13T13:54:33.688,a001t0000071oWRAAY,true,None
2019-02-13T13:54:33.897,a001t0000071oWWAAY,true,None
2019-02-13T13:54:34.103,a001t0000071oWbAAI,true,None
2019-02-13T13:54:34.300,a001t0000071oWgAAI,true,None
2019-02-13T13:54:34.499,a001t0000071oWlAAI,true,None
2019-02-13T13:54:34.719,a001t0000071oWqAAI,true,None
2019-02-13T13:54:34.921,a001t0000071oWvAAI,true,None
2019-02-13T13:54:35.142,a001t0000071oX0AAI,true,None
2019-02-13T13:54:35.354,a001t0000071oX5AAI,true,None
2019-02-13T13:54:35.556,a001t0000071oXAAAY,true,None
2019-02-13T13:54:35.715,a001t0000071oXBAAY,true,None
